opeid,school,total,min_aid
03814400,Soka University Of America,351126,175563
01040500,Pinnacle Career Institute,349930,174965
00125900,Palo Verde College,349166,174583
01290700,Lake Tahoe Community College,348926,174463
00322800,Bryn Athyn College Of The New Church,348922,174461
04170300,Beauty Academy Of South Florida,348763,174382
00385000,Holy Family College,348751,174376
02125600,Michigan College Of Beauty-Troy,348449,174225
03102000,"Rivertown School Of Beauty, Barber, Skin Care And Nails",348039,174020
04131100,Yeshiva Toras Chaim,347751,173876
04145900,Celebrity School Of Beauty,347719,173860
02261200,G Skin & Beauty Institute,347284,173642
00296300,Southeastern Baptist Theological Seminary,347269,173635
00860900,Rabbinical College Of America,347256,173628
01302600,Machzikei Hadath Rabbinical College,346953,173477
02610500,Xenon International Academy Ii,346579,173290
02140000,Riverside College Of Health Careers,346191,173096
03327300,Hair Academy Ii,345610,172805
00657700,Upmc Shadyside,345358,172679
04193700,John Paul The Great Catholic University,343805,171903
03808300,Institute Of Beauty And Wellness (The),343456,171728
02146400,Institute Of American Indian & Alaska Native Culture & Artsdevelopment,342519,171260
04144300,Institute Of Culinary Education,341532,170766
00923100,Washington County Community College,341449,170725
00125500,Pacific Oaks College,340238,170119
03678300,Pima Medical Institute,340233,170117
02242900,United Tribes Technical College,339952,169976
02075800,Southern California Institute Of Architecture (The),339620,169810
03593300,Southwest Institute Of Healing Arts,339100,169550
00300700,Williston State College,338809,169405
04170200,Paul Mitchell The School Colorado Springs,338720,169360
00374800,Eastern Shore Community College,338336,169168
04259800,California Institute Of Arts & Technology,338044,169022
04116600,Taylor College,337759,168880
03104500,Atlanta Institute Of Music And Media,337362,168681
04225700,Cleveland Barber College,337078,168539
02330300,Lebanon County Career And Technology Center,336929,168465
00702600,Icahn School Of Medicine At Mount Sinai,336074,168037
04256200,Kenny'S Academy Of Barbering,335777,167889
03412300,Advanced Barber College & Hair Design,335473,167737
02529800,Wilkes Barre Area Career And Technical Center Practical Nursing Prgm,335061,167531
00121700,Lassen College,335004,167502
03804400,Gwinnett College,334880,167440
00245800,Cottey College,334857,167429
04151700,Bella Capelli Academy A Paul Mitchell Partner School,334723,167362
03066300,Bryan University,333687,166844
03068600,Special School District Of St. Louis County,333269,166635
03727500,Moore Career College,332337,166169
00170800,Lincoln Christian University,332245,166123
02117300,Great Oaks Career Campuses-Scarlet Oaks,332099,166050
04207500,Medical Career Institute,332030,166015
00162800,American Academy Of Art,331941,165971
04233700,"Christine Valmy International School Foresthetics, Skin Care & Make-Up",331195,165598
04132700,Healthcare Career College,331157,165579
03032300,School Of Automotive Machinists & Technology,330911,165456
01033800,Eastern Virginia Medical School,329653,164827
02609400,Valley College,328669,164335
01192600,Leon'S Beauty School,328351,164176
01173200,Mayo Clinic College Of Medicine And Science,328294,164147
03061100,Genesis Career College,328276,164138
00826300,Award Beauty School,327046,163523
03000100,Yeshiva Gedolah Imrei Yosef D'Spinka,326856,163428
03097700,Central California School Of Continuing Education,326010,163005
02316600,Cortiva Institute,325544,162772
02258400,Aveda Arts & Sciences Institute Baton Rouge,325463,162732
00466600,American College For Medical Careers,323870,161935
02317300,Tricoci University Of Beauty Culture,323319,161660
02224600,Tri-State Cosmetology Institute,322549,161275
00535200,Tennessee College Of Applied Technology-Mckenzie,321987,160994
02064300,Sierra College Of Beauty,321871,160936
04132900,Z Hair Academy,321716,160858
03009500,Winston - Salem Barber School,320870,160435
00368600,Goddard College,320334,160167
04146300,Fred K. Marchman Technical College,320269,160135
00928400,Brittany Beauty School -,320102,160051
04164400,Angeles Institute,319593,159797
03803300,Healthcare Training Institute,319461,159731
03067400,Baldwin Park Adult School,319015,159508
01161700,Center For Allied Health Education,318982,159491
04209300,Paul Mitchell The School Overland Park,318952,159476
00528200,Tennessee College Of Applied Technology-Hartsville,318610,159305
00624000,Saint Francis Medical Center College Of Nursing,318356,159178
02568500,Grabber School Of Hair Design,318144,159072
03065300,Paul Mitchell The School Bradley,317512,158756
00806700,Louisiana State University Health Sciences Center In Shreveport,316992,158496
04194900,Tillamook Bay Community College,315778,157889
02328900,Emmaus Bible College,313744,156872
03371300,Toni&Guy Hairdressing Academy I Tigi Creative School,313195,156598
00299300,Mayville State University,312720,156360
02066100,Ohio State College Of Barber Styling,312642,156321
00964500,Bard College At Simon'S Rock,312339,156170
02105900,Brittany Beauty Academy,312065,156033
04208900,Advanced Career Institute,311065,155533
01202600,Bellus Academy,310881,155441
04117600,Larry'S Barber College,310874,155437
00975600,University Of Massachusetts Medical School,310132,155066
00697500,Lincoln University,310107,155054
03935300,California Nurses Educational Institute,309864,154932
04149700,Homestead Schools,309756,154878
01254400,St. Johns County School District,308355,154178
02073400,Carver Career And Technical Education Center,307983,153992
00834300,Autry Technology Center District No.15,307354,153677
03746400,Southeastern Institute,306951,153476
04174100,Paul Mitchell The School Phoenix,306817,153409
00356200,Dallas Theological Seminary,306745,153373
03785300,Cambridge Technical Institute,306689,153345
03837300,Aveda Fredric'S Institute,306542,153271
00526400,Flint Hills Technical College,306504,153252
03907300,Paul Mitchell The School Great Lakes,306375,153188
04221400,Paul Mitchell The School Denver,306368,153184
02505800,Yeshiva Karlin Stolin,306121,153061
00970800,Eve'S College Of Hairstyling,305703,152852
04146200,Emerald Coast Technical College,305110,152555
02163300,Universidad Central Del Caribe,305084,152542
01209000,Robert Fiance Beauty Schools,304898,152449
03552300,Leston College,304702,152351
04267000,Neo-Esthetique European Institute,304166,152083
02138300,Palo Alto University,303711,151856
04185100,Northeast Technical Institute,303535,151768
01138500,College Of The Atlantic,303385,151693
04147300,Tricoci University Of Beauty Culture,303260,151630
02060800,"Meridian Technology Center, School District Number 16",302793,151397
02340800,Paul Mitchell The School Lexington,302711,151356
02239100,Central Texas Beauty College 2,302581,151291
04240500,Paul Mitchell The School Tulsa,302285,151143
03531300,Universidad Pentecostal Mizpa,301648,150824
03939600,Daytona College,301333,150667
02065300,Prescott College,301297,150649
04203100,Paul Mitchell The School Reno,300897,150449
04177400,Capilo School Of Hair Design,300391,150196
03063400,Modern Technology School,300190,150095
02580200,Atlanta School Of Massage,298408,149204
02241700,Pj'S College Of Cosmetology,297401,148701
00712100,Faith Baptist Bible College & Theological Seminary,297034,148517
04163200,Tenaj Salon Institute,296389,148195
00648700,Aultman College Of Nursing And Health Sciences,295724,147862
03076300,Beulah Heights University,295126,147563
00116900,Claremont Graduate University,295107,147554
04040300,Compass Career College,294870,147435
00191400,Donnelly College,294832,147416
00998900,California Aeronautical University,294711,147356
02498200,G Skin & Beauty Institute,294614,147307
04224300,Valor Christian College,294534,147267
03075200,Twin City Beauty College,294015,147008
02321200,Orange Technical College - Westside Campus,293856,146928
00205500,University Of Maine - Machias,293556,146778
00120000,Fuller Theological Seminary,293342,146671
04191900,Paul Mitchell The School Spokane,293175,146588
02192100,Butler Technology And Career Development Schools,292763,146382
02482400,Ponce Health Sciences University,292489,146245
00320800,Northwest Christian University,292486,146243
03079900,City College,292345,146173
04141300,San Francisco Institute Of Esthetics & Cosmetology,291524,145762
02523900,Elizabeth Grady School Of Esthetics And Massage Therapy,291436,145718
02084800,Ravenscroft Beauty College,291246,145623
01086000,Greater Altoona Career & Technology Center,291116,145558
04162400,Toni&Guy Hairdressing  Academy,290981,145491
00173200,National University Of Health Sciences (The),290635,145318
03424500,New Community Career And Technical Institute,289766,144883
04141200,Toni & Guy Hairdressing Academy,289022,144511
00169800,John Marshall Law School (The),288952,144476
00143600,Capitol Technology University,288665,144333
02258600,Avalon School Of Cosmetology,288531,144266
04237100,Salon Professional Academy (The),287982,143991
01182100,Yeshivath Zichron Moshe,287275,143638
04197600,"Florida Institute Of Recording, Sound And Technology",287242,143621
02262400,Yeshiva Ohr Elchonon Chabad - West Coast Talmudical Seminary,286933,143467
04155900,Aveda Fredric'S Institute,286480,143240
04131300,Corinth Academy Of Cosmetology,286443,143222
02555400,University Of Texas Md Anderson Cancer Center,285840,142920
02206300,Beauty Institute (The),285213,142607
03588300,Irene'S Myomassology Institute,284945,142473
02506000,Associated Beth Rivkah Schools,284824,142412
03654300,Eastern Virginia Career College,284478,142239
04140700,Aveda Institute Chapel Hill,284390,142195
04126000,Paul Mitchell The School Cleveland,284158,142079
00812900,Adult And Community Education @Hudson,284038,142019
00357900,Jacksonville College,283804,141902
03299300,Pacific College,283666,141833
00394800,San Francisco Art Institute,283166,141583
03414500,Acupuncture And Massage College,283101,141551
03069100,Allen College,282895,141448
02124400,University Of Spa & Cosmetology Arts,281764,140882
02335500,Theological University Of The Caribbean,281192,140596
02285000,Paul Mitchell The School Huntsville,280920,140460
00396600,Boston Architectural College,279755,139878
03868400,Los Angeles College Of Music,279751,139876
02074400,Illinois Eastern Community Colleges -Frontier Community College,279328,139664
01227200,Moore Norman Technology Center School District No. 17,278987,139494
04014300,P&A Scholars Beauty School,278254,139127
04153300,Paul Mitchell The School Columbus,278089,139045
03039900,Fremont College,277847,138924
02117800,Aveda Arts & Sciences Institute Lafayette,277500,138750
01301000,Lancaster Beauty School,276907,138454
00394700,"University Of California, Hastings College Of The Law",276618,138309
04218500,Innovate Salon Academy,276460,138230
02112700,"North Haven Academy, Llc",276333,138167
04136400,American Institute Of Medical Sciences & Education,276285,138143
03452300,Colegio Educativo Tecnológico Industrial,276174,138087
